order_id,customer_id,дата_заказа,сумма_заказа,категория,статус
O01037,C0478,2024-02-28,517.34,продукты,возврат
O01038,C0307,2024-01-28,819.05,одежда,отменён
O01039,C0040,2024-03-12,351.86,спорт,возврат
O01040,C0040,2024-09-26,350.9,одежда,выполнен
O01041,C0472,2024-01-24,551.86,одежда,выполнен
O01042,C0149,2024-04-21,840.64,спорт,выполнен
O01043,C0046,2024-10-26,569.04,продукты,выполнен
O01044,C0305,2024-02-25,2148.34,спорт,выполнен
O01045,C0314,2024-08-10,1068.58,красота,выполнен
O01046,C0326,2024-04-29,903.73,книги,выполнен
O01047,C0137,2024-06-27,1513.41,электроника,возврат
O01048,C0010,2024-10-14,916.57,электроника,возврат
O01049,C0478,2024-10-07,466.59,спорт,выполнен
O01050,C0127,2024-07-07,538.87,спорт,выполнен
O01051,C0336,2024-03-06,269.47,книги,возврат
O01052,C0347,2024-10-24,3307.35,спорт,возврат
O01053,C0310,2024-09-05,1400.49,одежда,отменён
O01054,C0154,2024-03-16,100.0,продукты,возврат
O01055,C0138,2024-05-16,1932.37,книги,выполнен
O01056,C0305,2024-06-12,205.87,красота,выполнен
O01057,C0426,2024-08-20,1008.82,одежда,выполнен
O01058,C0469,2024-09-11,114.07,спорт,отменён
O01059,C0054,2024-10-20,472.24,электроника,выполнен
O01060,C0081,2024-06-18,1944.47,продукты,выполнен
O01061,C0468,2024-11-12,2033.08,электроника,отменён
O01062,C0362,2024-06-22,850.16,красота,выполнен
O01063,C0436,2024-12-10,1248.84,спорт,выполнен
O01064,C0107,2024-01-18,214.68,книги,возврат
O01065,C0299,2024-03-10,1023.18,красота,выполнен
O01066,C0346,2024-12-03,1313.93,электроника,выполнен
O01067,C0338,2024-04-25,5196.79,дом_и_сад,выполнен
O01068,C0204,2024-03-20,404.0,книги,выполнен
O01069,C0010,2024-01-15,673.87,спорт,выполнен
O01070,C0297,2024-06-24,708.03,спорт,возврат
O01071,C0129,2024-09-25,1163.13,продукты,отменён
O01072,C0224,2024-04-28,1345.35,дом_и_сад,отменён
O01073,C0476,2024-10-25,1554.22,продукты,выполнен
O01074,C0199,2024-07-06,1466.11,продукты,выполнен
O01075,C0413,2024-02-26,203.39,электроника,выполнен
O01076,C0100,2024-07-17,100.0,электроника,выполнен
O01077,C0335,2024-01-17,440.76,электроника,выполнен
O01078,C0487,2024-10-14,646.56,электроника,выполнен
O01079,C0052,2024-02-24,407.23,продукты,выполнен
O01080,C0003,2024-09-25,460.47,электроника,выполнен
O01081,C0217,2024-10-29,508.26,электроника,выполнен
O01082,C0046,2024-03-27,1055.69,дом_и_сад,выполнен
O01083,C0365,2024-11-13,290.92,дом_и_сад,выполнен
O01084,C0453,2024-01-29,624.99,дом_и_сад,выполнен
O01085,C0217,2024-01-22,628.83,красота,отменён
O01086,C0130,2024-11-16,1036.66,электроника,выполнен
O01087,C0217,2024-10-11,1685.01,электроника,выполнен
O01088,C0355,2024-02-17,2558.78,одежда,выполнен
O01089,C0003,2024-01-05,366.21,красота,возврат
O01090,C0299,2024-09-06,134.29,дом_и_сад,выполнен
O01091,C0310,2024-06-11,548.1,одежда,выполнен
O01092,C0320,2024-07-20,186.63,электроника,выполнен
O01093,C0123,2024-04-10,5929.3,спорт,выполнен
O01094,C0351,2024-03-11,330.86,одежда,выполнен
O01095,C0046,2024-06-11,1044.26,спорт,выполнен
O01096,C0105,2024-06-21,1404.24,красота,выполнен
O01097,C0435,2024-05-20,873.49,спорт,выполнен
O01098,C0363,2024-05-17,3503.0,красота,отменён
O01099,C0008,2024-03-06,565.67,продукты,выполнен
O01100,C0127,2024-07-16,341.07,спорт,выполнен
O01101,C0114,2024-11-23,327.24,книги,отменён
O01102,C0138,2024-08-15,1211.97,спорт,возврат
O01103,C0126,2024-10-07,571.44,спорт,выполнен
O01104,C0034,2024-06-20,327.28,дом_и_сад,возврат
O01105,C0232,2024-11-11,946.76,книги,выполнен
O01106,C0359,2024-02-09,1173.09,электроника,выполнен
O01107,C0309,2024-01-07,826.37,одежда,отменён
O01108,C0335,2024-06-22,1366.05,продукты,возврат
O01109,C0041,2024-05-30,713.71,книги,выполнен
O01110,C0472,2024-07-29,413.68,красота,возврат
O01111,C0413,2024-10-28,1272.99,электроника,выполнен
O01112,C0394,2024-03-26,326.34,электроника,выполнен
O01113,C0404,2024-09-09,269.59,красота,возврат
O01114,C0461,2024-01-21,1677.0,одежда,выполнен
O01115,C0271,2024-09-13,503.57,одежда,выполнен
O01116,C0105,2024-02-02,2521.34,электроника,выполнен
O01117,C0312,2024-09-16,1319.85,одежда,отменён
O01118,C0363,2024-08-21,473.87,дом_и_сад,выполнен
O01119,C0362,2024-01-03,981.4,продукты,выполнен
O01120,C0261,2024-12-12,5027.63,продукты,выполнен
O01121,C0035,2024-11-03,1216.12,красота,выполнен
O01122,C0182,2024-08-14,1059.3,электроника,отменён
O01123,C0457,2024-10-10,413.32,электроника,возврат
O01124,C0297,2024-03-10,2909.23,книги,выполнен
O01125,C0268,2024-11-08,1909.03,дом_и_сад,возврат
O01126,C0137,2024-12-29,416.36,одежда,возврат
O01127,C0181,2024-09-10,2993.89,одежда,возврат
O01128,C0440,2024-05-23,758.85,одежда,выполнен
O01129,C0334,2024-01-24,339.57,спорт,выполнен
O01130,C0388,2024-08-21,412.07,электроника,отменён
O01131,C0230,2024-11-28,1342.33,продукты,выполнен
O01132,C0316,2024-06-23,341.45,электроника,отменён
O01133,C0127,2024-11-27,275.2,книги,выполнен
O01134,C0347,2024-11-20,468.2,продукты,выполнен
O01135,C0213,2024-12-22,527.63,продукты,отменён
O01136,C0222,2024-06-07,388.13,электроника,выполнен
O01137,C0326,2024-12-13,462.59,электроника,выполнен
O01138,C0463,2024-12-13,1385.12,дом_и_сад,отменён
O01139,C0034,2024-10-12,816.64,дом_и_сад,выполнен
O01140,C0404,2024-01-18,440.31,дом_и_сад,выполнен
O01141,C0147,2024-02-13,472.35,дом_и_сад,выполнен
O01142,C0223,2024-06-03,598.65,электроника,возврат
O01143,C0013,2024-12-20,626.7,дом_и_сад,выполнен
O01144,C0151,2024-08-18,628.82,электроника,возврат
O01145,C0254,2024-11-11,1345.07,электроника,выполнен
O01146,C0032,2024-08-12,778.7,дом_и_сад,выполнен
O01147,C0250,2024-08-04,797.25,книги,выполнен
O01148,C0460,2024-02-25,2082.72,дом_и_сад,выполнен
O01149,C0054,2024-01-31,2984.9,книги,отменён
O01150,C0374,2024-12-22,248.45,красота,отменён
O01151,C0206,2024-02-28,188.08,электроника,возврат
O01152,C0330,2024-12-18,502.94,красота,выполнен
O01153,C0131,2024-08-22,1244.52,спорт,выполнен
O01154,C0087,2024-04-16,898.56,книги,возврат
O01155,C0089,2024-07-09,1545.77,спорт,отменён
O01156,C0036,2024-01-18,485.95,спорт,возврат
O01157,C0099,2024-08-13,139.02,дом_и_сад,выполнен
O01158,C0334,2024-06-15,222.87,одежда,возврат
O01159,C0436,2024-03-11,1045.02,красота,отменён
O01160,C0398,2024-12-27,1555.27,электроника,выполнен
O01161,C0340,2024-02-23,144.69,одежда,выполнен
O01162,C0055,2024-09-01,2056.02,электроника,отменён
O01163,C0146,2024-12-15,964.59,одежда,возврат
O01164,C0153,2024-03-16,628.71,одежда,отменён
O01165,C0127,2024-02-04,402.84,электроника,отменён
O01166,C0258,2024-09-23,2375.42,продукты,выполнен
O01167,C0267,2024-11-12,1363.22,продукты,возврат
O01168,C0171,2024-10-26,985.02,электроника,выполнен
O01169,C0170,2024-04-30,370.51,одежда,возврат
O01170,C0406,2024-11-19,2419.57,красота,выполнен
O01171,C0388,2024-01-25,681.49,электроника,выполнен
O01172,C0153,2024-06-08,844.9,одежда,выполнен
O01173,C0453,2024-03-24,705.18,электроника,отменён
O01174,C0472,2024-04-23,360.52,электроника,выполнен
O01175,C0161,2024-08-10,859.01,дом_и_сад,выполнен
O01176,C0171,2024-06-14,1161.6,одежда,выполнен
O01177,C0255,2024-07-09,467.18,продукты,отменён
O01178,C0465,2024-06-23,802.12,электроника,отменён
O01179,C0435,2024-01-01,697.01,дом_и_сад,выполнен
O01180,C0053,2024-08-16,1383.13,дом_и_сад,отменён
O01181,C0197,2024-03-26,523.66,электроника,выполнен
O01182,C0278,2024-03-02,797.32,электроника,выполнен
O01183,C0255,2024-11-15,943.63,электроника,отменён
O01184,C0102,2024-07-24,514.27,спорт,выполнен
O01185,C0424,2024-04-14,343.68,электроника,выполнен
O01186,C0336,2024-11-13,391.47,продукты,выполнен
O01187,C0412,2024-10-17,922.74,электроника,отменён
O01188,C0424,2024-09-06,551.01,электроника,выполнен
O01189,C0365,2024-01-13,545.19,электроника,выполнен
O01190,C0221,2024-06-11,1078.49,одежда,выполнен
O01191,C0310,2024-02-12,1503.56,электроника,отменён
O01192,C0089,2024-04-20,1725.67,продукты,отменён
O01193,C0336,2024-07-23,407.48,спорт,выполнен
O01194,C0097,2024-09-12,1391.58,одежда,возврат
O01195,C0342,2024-11-02,3526.24,дом_и_сад,выполнен
O01196,C0120,2024-05-23,735.72,дом_и_сад,выполнен
O01197,C0062,2024-05-25,627.25,дом_и_сад,возврат
O01198,C0091,2024-10-27,530.91,красота,выполнен
O01199,C0001,2024-06-12,284.01,одежда,возврат
O01200,C0354,2024-06-17,1304.8,электроника,выполнен
O01201,C0359,2024-10-24,629.49,спорт,возврат
O01202,C0258,2024-08-20,590.06,спорт,отменён
O01203,C0089,2024-09-27,1152.71,продукты,выполнен
O01204,C0042,2024-02-29,1240.89,электроника,выполнен
O01205,C0011,2024-10-22,411.3,спорт,возврат
O01206,C0091,2024-08-22,419.23,красота,выполнен
O01207,C0438,2024-06-13,404.61,одежда,отменён
O01208,C0123,2024-07-12,3607.65,красота,выполнен
O01209,C0170,2024-08-21,2168.34,одежда,выполнен
O01210,C0054,2024-07-01,1171.02,электроника,выполнен
O01211,C0116,2024-11-28,492.59,продукты,выполнен
O01212,C0261,2024-08-19,541.56,продукты,выполнен
O01213,C0309,2024-12-26,889.58,спорт,выполнен
O01214,C0125,2024-04-16,3894.44,продукты,выполнен
O01215,C0032,2024-08-10,838.07,спорт,отменён
O01216,C0194,2024-03-20,999.31,электроника,выполнен
O01217,C0121,2024-08-21,100.0,одежда,выполнен
O01218,C0116,2024-07-02,817.35,одежда,отменён
O01219,C0476,2024-07-03,218.09,красота,выполнен
O01220,C0312,2024-05-13,450.52,одежда,выполнен
O01221,C0282,2024-08-07,690.56,книги,отменён
O01222,C0209,2024-10-14,522.34,одежда,выполнен
O01223,C0214,2024-12-29,399.91,электроника,выполнен
O01224,C0269,2024-07-20,402.77,одежда,отменён
O01225,C0343,2024-05-25,561.81,одежда,выполнен
O01226,C0346,2024-11-19,542.52,красота,отменён
O01227,C0093,2024-05-06,676.02,дом_и_сад,выполнен
O01228,C0254,2024-05-14,636.78,красота,выполнен
O01229,C0208,2024-04-23,1850.3,книги,выполнен
O01230,C0428,2024-09-20,129.07,спорт,выполнен
O01231,C0316,2024-03-04,809.15,дом_и_сад,выполнен
O01232,C0266,2024-05-14,704.02,спорт,выполнен
O01233,C0060,2024-02-10,597.44,спорт,выполнен
O01234,C0309,2024-10-22,378.17,одежда,выполнен
O01235,C0061,2024-01-03,590.07,продукты,выполнен
O01236,C0165,2024-07-12,180.04,спорт,выполнен
O01237,C0073,2024-04-19,784.76,электроника,возврат
O01238,C0342,2024-08-08,907.28,продукты,отменён
O01239,C0109,2024-01-04,378.7,книги,выполнен
O01240,C0195,2024-08-31,3141.81,продукты,выполнен
O01241,C0440,2024-06-14,604.04,спорт,выполнен
O01242,C0107,2024-01-26,689.01,одежда,выполнен
O01243,C0255,2024-01-17,1936.48,дом_и_сад,выполнен
O01244,C0210,2024-08-03,3691.17,одежда,выполнен
O01245,C0010,2024-04-01,270.79,красота,возврат
O01246,C0389,2024-01-31,419.17,красота,выполнен
O01247,C0035,2024-07-23,612.69,красота,выполнен
O01248,C0238,2024-07-25,367.12,электроника,выполнен
O01249,C0282,2024-04-16,1308.83,одежда,отменён
O01250,C0316,2024-05-25,336.17,красота,выполнен
O01251,C0341,2024-04-10,1832.22,книги,возврат
O01252,C0129,2024-11-13,1095.45,красота,возврат
O01253,C0003,2024-08-28,1687.89,спорт,выполнен
O01254,C0355,2024-09-03,337.38,продукты,отменён
O01255,C0267,2024-06-11,489.41,электроника,отменён
O01256,C0412,2024-06-21,1364.29,книги,отменён
O01257,C0402,2024-02-04,1180.01,дом_и_сад,выполнен
O01258,C0415,2024-10-10,528.75,электроника,выполнен
O01259,C0245,2024-12-24,592.51,одежда,выполнен
O01260,C0163,2024-12-23,469.9,спорт,выполнен
O01261,C0388,2024-01-21,579.89,дом_и_сад,выполнен
O01262,C0226,2024-11-03,307.27,электроника,выполнен
O01263,C0098,2024-06-11,268.65,одежда,выполнен
O01264,C0419,2024-04-06,1486.74,электроника,выполнен
O01265,C0436,2024-11-02,564.35,одежда,выполнен
O01266,C0237,2024-12-04,1670.81,красота,выполнен
O01267,C0040,2024-02-24,1071.47,дом_и_сад,возврат
O01268,C0194,2024-11-28,853.72,дом_и_сад,выполнен
O01269,C0394,2024-05-06,376.84,дом_и_сад,отменён
O01270,C0444,2024-07-11,252.49,одежда,выполнен
O01271,C0107,2024-08-30,461.5,дом_и_сад,отменён
O01272,C0035,2024-12-14,2265.46,красота,выполнен
O01273,C0435,2024-03-28,1354.47,дом_и_сад,выполнен
O01274,C0194,2024-12-01,428.23,продукты,выполнен
O01275,C0269,2024-08-02,465.7,дом_и_сад,выполнен
O01276,C0478,2024-04-01,316.31,книги,отменён
O01277,C0035,2024-10-29,192.93,электроника,отменён
O01278,C0326,2024-08-22,721.46,одежда,выполнен
O01279,C0039,2024-07-02,2644.04,красота,выполнен
O01280,C0183,2024-02-07,2670.73,красота,выполнен
O01281,C0394,2024-05-18,1081.74,продукты,отменён
O01282,C0217,2024-07-13,410.7,одежда,возврат
O01283,C0499,2024-01-15,208.6,одежда,отменён
O01284,C0282,2024-09-13,1537.1,продукты,выполнен
O01285,C0156,2024-05-14,951.25,красота,отменён
O01286,C0116,2024-01-01,516.47,электроника,отменён
O01287,C0168,2024-02-18,451.86,продукты,возврат
O01288,C0182,2024-04-05,1075.29,красота,выполнен
O01289,C0035,2024-07-19,343.33,одежда,выполнен
O01290,C0182,2024-01-26,805.44,дом_и_сад,выполнен
O01291,C0236,2024-12-08,250.67,продукты,выполнен
O01292,C0355,2024-08-22,3955.29,книги,возврат
O01293,C0330,2024-12-14,383.89,красота,выполнен
O01294,C0347,2024-08-31,1117.35,продукты,выполнен
O01295,C0003,2024-12-23,255.08,книги,выполнен
O01296,C0115,2024-11-22,583.71,красота,выполнен
O01297,C0333,2024-12-16,1349.78,красота,выполнен
O01298,C0243,2024-02-20,1604.82,продукты,выполнен
O01299,C0003,2024-03-21,1224.92,продукты,отменён
O01300,C0394,2024-02-05,595.5,одежда,выполнен
O01301,C0378,2024-03-07,390.43,одежда,отменён
O01302,C0274,2024-05-08,280.86,продукты,отменён
O01303,C0035,2024-06-03,2215.07,одежда,выполнен
O01304,C0376,2024-09-01,722.49,дом_и_сад,выполнен
O01305,C0297,2024-04-20,837.64,спорт,выполнен
O01306,C0384,2024-06-16,1689.68,книги,выполнен
O01307,C0370,2024-05-21,1063.57,книги,выполнен
O01308,C0394,2024-12-21,600.68,одежда,отменён
O01309,C0261,2024-07-15,1206.55,продукты,выполнен
O01310,C0073,2024-04-18,404.22,дом_и_сад,возврат
O01311,C0335,2024-03-19,192.31,электроника,выполнен
O01312,C0313,2024-06-09,2057.97,электроника,выполнен
O01313,C0363,2024-01-19,432.09,книги,возврат
O01314,C0092,2024-05-06,521.43,электроника,выполнен
O01315,C0104,2024-07-23,559.55,книги,отменён
O01316,C0438,2024-01-29,410.85,красота,выполнен
O01317,C0367,2024-07-25,1605.3,продукты,выполнен
O01318,C0446,2024-10-06,897.46,книги,выполнен
O01319,C0371,2024-05-30,521.64,одежда,выполнен
O01320,C0305,2024-08-27,239.72,книги,выполнен
O01321,C0330,2024-09-22,848.13,книги,возврат
O01322,C0437,2024-06-30,100.0,электроника,возврат
O01323,C0293,2024-04-14,801.27,спорт,отменён
O01324,C0317,2024-08-23,1947.97,спорт,возврат
O01325,C0081,2024-06-21,700.4,электроника,выполнен
O01326,C0238,2024-06-06,1745.96,красота,выполнен
O01327,C0352,2024-06-20,248.8,продукты,выполнен
O01328,C0138,2024-11-06,3397.63,продукты,отменён
O01329,C0106,2024-06-05,1600.11,электроника,отменён
O01330,C0154,2024-09-14,973.38,спорт,возврат
O01331,C0123,2024-06-12,412.11,книги,выполнен
O01332,C0114,2024-05-26,360.82,спорт,выполнен
O01333,C0211,2024-06-02,628.46,дом_и_сад,выполнен
O01334,C0446,2024-02-07,1741.01,дом_и_сад,выполнен
O01335,C0255,2024-05-10,232.2,одежда,выполнен
O01336,C0099,2024-12-23,670.7,продукты,отменён
O01337,C0040,2024-09-11,1196.76,электроника,отменён
O01338,C0343,2024-07-26,1398.95,электроника,выполнен
O01339,C0190,2024-04-04,1193.91,электроника,выполнен
O01340,C0402,2024-12-13,213.99,красота,выполнен
O01341,C0331,2024-11-22,1644.88,красота,отменён
O01342,C0393,2024-06-19,701.87,электроника,возврат
O01343,C0140,2024-09-06,279.09,одежда,выполнен
O01344,C0342,2024-07-08,652.4,электроника,отменён
O01345,C0137,2024-07-17,138.8,книги,возврат
O01346,C0463,2024-08-08,1056.42,продукты,отменён
O01347,C0320,2024-01-24,600.54,спорт,выполнен
O01348,C0160,2024-08-31,240.79,спорт,выполнен
O01349,C0138,2024-11-19,527.39,дом_и_сад,выполнен
O01350,C0101,2024-05-07,377.67,одежда,выполнен
O01351,C0342,2024-04-02,397.48,электроника,выполнен
O01352,C0115,2024-10-26,108.98,электроника,отменён
O01353,C0304,2024-05-12,174.56,продукты,возврат
O01354,C0137,2024-02-24,553.49,книги,выполнен
O01355,C0333,2024-06-06,482.32,одежда,выполнен
O01356,C0398,2024-01-29,1449.8,электроника,выполнен
O01357,C0382,2024-07-29,401.25,красота,возврат
O01358,C0373,2024-06-02,436.34,электроника,выполнен
O01359,C0099,2024-10-19,452.96,электроника,выполнен
O01360,C0045,2024-08-09,568.14,книги,выполнен
O01361,C0345,2024-04-24,715.64,дом_и_сад,отменён
O01362,C0181,2024-06-06,480.55,продукты,возврат
O01363,C0217,2024-09-15,1050.45,дом_и_сад,возврат
O01364,C0021,2024-09-07,4188.83,дом_и_сад,выполнен
O01365,C0131,2024-05-01,343.66,электроника,возврат
O01366,C0022,2024-10-25,910.02,дом_и_сад,выполнен
O01367,C0436,2024-09-19,681.04,спорт,выполнен
O01368,C0123,2024-02-18,1537.06,красота,выполнен
O01369,C0282,2024-11-24,782.43,красота,выполнен
O01370,C0026,2024-10-23,371.98,одежда,выполнен
O01371,C0334,2024-12-27,261.9,спорт,возврат
O01372,C0157,2024-03-17,1083.98,электроника,выполнен
O01373,C0441,2024-05-06,279.49,электроника,возврат
O01374,C0437,2024-07-15,1714.7,продукты,выполнен
O01375,C0161,2024-08-08,1035.41,дом_и_сад,возврат
O01376,C0443,2024-03-31,712.92,спорт,выполнен
O01377,C0499,2024-01-08,232.8,продукты,выполнен
O01378,C0405,2024-02-01,1141.68,книги,выполнен
O01379,C0416,2024-11-15,2424.58,дом_и_сад,выполнен
O01380,C0127,2024-09-25,473.39,дом_и_сад,возврат
O01381,C0293,2024-07-09,367.41,электроника,выполнен
O01382,C0035,2024-12-14,617.93,дом_и_сад,выполнен
O01383,C0048,2024-06-11,966.38,красота,возврат
O01384,C0499,2024-03-01,434.86,электроника,отменён
O01385,C0161,2024-09-20,1365.61,продукты,возврат
O01386,C0365,2024-10-11,3067.37,красота,выполнен
O01387,C0396,2024-04-04,866.27,спорт,выполнен
O01388,C0424,2024-02-10,512.86,продукты,выполнен
O01389,C0499,2024-05-28,945.77,электроника,отменён
O01390,C0123,2024-07-22,1705.89,спорт,выполнен
O01391,C0026,2024-09-23,755.75,продукты,возврат
O01392,C0206,2024-01-02,980.51,электроника,выполнен
O01393,C0068,2024-06-26,1168.89,продукты,возврат
O01394,C0013,2024-07-12,330.18,электроника,отменён
O01395,C0174,2024-12-01,960.35,дом_и_сад,выполнен
O01396,C0386,2024-07-14,227.34,красота,выполнен
O01397,C0286,2024-12-08,392.78,продукты,отменён
O01398,C0154,2024-09-05,1663.25,спорт,возврат
O01399,C0330,2024-07-30,1335.19,продукты,выполнен
O01400,C0120,2024-06-01,535.85,электроника,выполнен
O01401,C0010,2024-06-06,2603.56,красота,выполнен
O01402,C0374,2024-12-27,233.19,электроника,возврат
O01403,C0314,2024-05-18,564.49,электроника,выполнен
O01404,C0374,2024-08-08,828.89,продукты,отменён
O01405,C0026,2024-09-29,100.0,спорт,отменён
O01406,C0412,2024-06-02,586.32,одежда,выполнен
O01407,C0312,2024-09-05,270.53,электроника,отменён
O01408,C0283,2024-10-05,275.51,книги,отменён
O01409,C0315,2024-10-30,534.97,одежда,выполнен
O01410,C0425,2024-10-02,154.39,электроника,отменён
O01411,C0299,2024-01-02,348.5,одежда,отменён
O01412,C0297,2024-03-28,157.3,одежда,выполнен
O01413,C0494,2024-10-13,734.38,продукты,возврат
O01414,C0371,2024-05-09,723.05,спорт,выполнен
O01415,C0222,2024-03-18,503.29,дом_и_сад,выполнен
O01416,C0347,2024-09-16,1476.1,одежда,выполнен
O01417,C0194,2024-08-28,524.83,электроника,выполнен
O01418,C0120,2024-05-20,652.97,электроника,возврат
O01419,C0305,2024-08-15,322.21,одежда,отменён
O01420,C0460,2024-06-11,105.36,электроника,отменён
O01421,C0460,2024-08-23,592.13,одежда,выполнен
O01422,C0167,2024-05-07,533.38,электроника,выполнен
O01423,C0264,2024-07-18,2612.14,спорт,выполнен
O01424,C0112,2024-01-31,1134.51,продукты,выполнен
O01425,C0499,2024-05-17,477.95,электроника,возврат
O01426,C0488,2024-01-21,744.96,продукты,отменён
O01427,C0326,2024-08-21,1374.18,одежда,выполнен
O01428,C0394,2024-07-20,1005.66,дом_и_сад,выполнен
O01429,C0352,2024-10-05,2527.85,одежда,отменён
O01430,C0301,2024-05-10,353.71,электроника,выполнен
O01431,C0031,2024-05-27,1451.03,одежда,выполнен
O01432,C0230,2024-01-29,474.23,одежда,выполнен
O01433,C0336,2024-12-26,776.57,дом_и_сад,отменён
O01434,C0336,2024-11-03,425.75,красота,выполнен
O01435,C0182,2024-06-10,593.71,электроника,выполнен
O01436,C0465,2024-12-22,787.8,дом_и_сад,выполнен
O01437,C0092,2024-12-05,1069.13,одежда,выполнен
O01438,C0254,2024-03-01,698.61,электроника,отменён
O01439,C0341,2024-05-04,100.0,электроника,выполнен
O01440,C0343,2024-03-11,625.43,книги,выполнен
O01441,C0326,2024-11-21,2156.67,одежда,выполнен
O01442,C0142,2024-12-29,621.48,красота,выполнен
O01443,C0081,2024-08-30,2205.67,продукты,отменён
O01444,C0320,2024-09-05,604.16,электроника,возврат
O01445,C0305,2024-08-08,189.13,дом_и_сад,выполнен
O01446,C0097,2024-01-21,470.42,красота,возврат
O01447,C0346,2024-03-22,425.49,книги,выполнен
O01448,C0230,2024-12-09,553.56,дом_и_сад,выполнен
O01449,C0334,2024-01-10,257.69,одежда,отменён
O01450,C0412,2024-01-12,660.46,электроника,выполнен
O01451,C0092,2024-09-19,511.52,одежда,выполнен
O01452,C0011,2024-05-24,1863.64,продукты,возврат
O01453,C0382,2024-07-10,252.6,красота,отменён
O01454,C0310,2024-09-06,809.6,дом_и_сад,выполнен
O01455,C0346,2024-04-23,924.1,книги,возврат
O01456,C0413,2024-01-26,1236.43,одежда,выполнен
O01457,C0394,2024-09-27,497.27,дом_и_сад,возврат
O01458,C0476,2024-02-02,793.65,книги,отменён
O01459,C0267,2024-03-02,882.38,продукты,отменён
O01460,C0248,2024-08-16,177.92,продукты,выполнен
O01461,C0200,2024-10-29,511.75,дом_и_сад,выполнен
O01462,C0081,2024-04-04,647.99,спорт,выполнен
O01463,C0288,2024-02-04,711.7,красота,выполнен
O01464,C0143,2024-07-11,704.77,продукты,выполнен
O01465,C0457,2024-03-16,943.9,электроника,выполнен
O01466,C0297,2024-09-05,3134.06,продукты,отменён
O01467,C0301,2024-03-23,413.09,одежда,выполнен
O01468,C0171,2024-01-25,902.29,спорт,выполнен
O01469,C0031,2024-02-26,1883.79,электроника,выполнен
O01470,C0021,2024-02-01,157.76,красота,возврат
O01471,C0211,2024-11-14,824.28,книги,возврат
O01472,C0044,2024-01-12,173.42,электроника,выполнен
O01473,C0309,2024-11-14,3821.74,электроника,возврат
O01474,C0436,2024-11-28,1009.93,продукты,выполнен
O01475,C0436,2024-04-01,906.57,дом_и_сад,выполнен
O01476,C0331,2024-01-01,148.61,одежда,возврат
O01477,C0112,2024-11-21,444.26,электроника,выполнен
O01478,C0425,2024-05-15,445.93,спорт,отменён
O01479,C0437,2024-07-14,2733.03,дом_и_сад,выполнен
O01480,C0105,2024-05-12,1191.97,одежда,возврат
O01481,C0362,2024-03-26,177.27,дом_и_сад,выполнен
O01482,C0146,2024-10-21,968.36,красота,выполнен
O01483,C0394,2024-10-05,199.87,электроника,выполнен
O01484,C0499,2024-11-19,180.64,продукты,выполнен
O01485,C0019,2024-06-28,955.98,электроника,выполнен
O01486,C0441,2024-01-04,1206.91,одежда,выполнен
O01487,C0314,2024-05-05,960.07,электроника,выполнен
O01488,C0484,2024-06-23,2991.91,продукты,возврат
O01489,C0236,2024-09-07,893.37,книги,выполнен
O01490,C0417,2024-01-21,762.1,спорт,выполнен
O01491,C0034,2024-04-14,251.44,одежда,отменён
O01492,C0164,2024-03-06,1320.93,электроника,выполнен
O01493,C0035,2024-09-19,177.48,спорт,выполнен
O01494,C0484,2024-02-18,3348.59,электроника,возврат
O01495,C0399,2024-01-16,1334.94,одежда,выполнен
O01496,C0419,2024-05-24,6197.11,продукты,выполнен
O01497,C0463,2024-12-05,908.2,книги,выполнен
O01498,C0044,2024-09-06,1388.71,электроника,выполнен
O01499,C0191,2024-12-08,532.86,спорт,выполнен
O01500,C0038,2024-12-19,642.51,электроника,отменён
O01501,C0112,2024-03-15,286.8,спорт,выполнен
O01502,C0120,2024-10-16,208.9,спорт,выполнен
O01503,C0237,2024-10-08,774.02,книги,отменён
O01504,C0137,2024-03-06,639.48,спорт,выполнен
O01505,C0052,2024-05-04,281.24,одежда,отменён
O01506,C0092,2024-11-14,324.09,одежда,выполнен
O01507,C0076,2024-03-27,682.65,электроника,выполнен
O01508,C0484,2024-02-10,277.41,спорт,отменён
O01509,C0371,2024-07-04,884.76,книги,выполнен
O01510,C0478,2024-12-19,284.38,продукты,выполнен
O01511,C0222,2024-11-30,816.22,дом_и_сад,выполнен
O01512,C0144,2024-09-22,264.92,одежда,отменён
O01513,C0393,2024-09-27,265.81,продукты,отменён
O01514,C0161,2024-02-11,100.51,одежда,выполнен
O01515,C0149,2024-04-02,585.1,электроника,отменён
O01516,C0121,2024-07-03,2128.67,продукты,отменён
O01517,C0068,2024-08-02,2034.21,дом_и_сад,отменён
O01518,C0130,2024-01-17,862.0,продукты,возврат
O01519,C0171,2024-09-21,134.18,спорт,отменён
O01520,C0336,2024-04-23,1306.49,дом_и_сад,выполнен
O01521,C0034,2024-10-18,796.74,одежда,выполнен
O01522,C0112,2024-10-18,480.49,дом_и_сад,выполнен
O01523,C0397,2024-02-17,1747.42,одежда,выполнен
O01524,C0076,2024-11-02,1088.28,одежда,выполнен
O01525,C0167,2024-04-06,3194.67,одежда,выполнен
O01526,C0426,2024-04-04,216.05,электроника,отменён
O01527,C0081,2024-11-21,229.99,дом_и_сад,отменён
O01528,C0041,2024-03-14,263.17,книги,выполнен
O01529,C0245,2024-12-01,529.53,одежда,выполнен
