client_id,возраст,доход,образование,семейное_положение,месяцев_на_обслуживании,кредитный_лимит
649,67,54802,Среднее специальное,Женат/Замужем,115,34000
650,62,79825,Высшее,Холост/Не замужем,84,27000
651,28,45054,Среднее специальное,Женат/Замужем,15,20000
652,46,24562,Высшее,Разведён/Разведена,99,19000
653,73,90451,Высшее,Женат/Замужем,6,57000
654,53,86206,Высшее,Холост/Не замужем,94,57000
655,42,38461,Среднее специальное,Женат/Замужем,63,15000
656,38,51042,Высшее,Холост/Не замужем,8,17000
657,74,67698,Аспирантура,Холост/Не замужем,95,29000
658,53,67424,Высшее,Холост/Не замужем,112,28000
659,27,19709,Высшее,Женат/Замужем,111,8000
660,54,57728,Магистратура,Холост/Не замужем,32,22000
661,26,51119,Среднее,Разведён/Разведена,45,30000
662,41,66935,Высшее,Холост/Не замужем,52,31000
663,52,63597,Магистратура,Холост/Не замужем,79,45000
664,66,63314,Среднее,Женат/Замужем,82,24000
665,52,33310,Высшее,Холост/Не замужем,13,17000
666,65,56236,Среднее специальное,Женат/Замужем,24,17000
667,53,50960,Высшее,Холост/Не замужем,40,27000
668,35,33133,Высшее,Холост/Не замужем,14,10000
669,66,69293,Высшее,Холост/Не замужем,92,54000
670,56,55271,Высшее,Женат/Замужем,75,38000
671,49,57381,Среднее специальное,Холост/Не замужем,70,31000
672,41,66439,Высшее,Женат/Замужем,62,22000
673,40,41503,Среднее специальное,Женат/Замужем,120,24000
674,49,34056,Магистратура,Женат/Замужем,89,23000
675,54,48274,Среднее,Женат/Замужем,61,19000
676,29,47553,Магистратура,Женат/Замужем,1,27000
677,66,78569,Высшее,Разведён/Разведена,89,55000
678,72,79291,Высшее,Холост/Не замужем,66,54000
679,30,59111,Высшее,Холост/Не замужем,32,41000
680,40,44804,Высшее,Холост/Не замужем,13,33000
681,42,79982,Высшее,Холост/Не замужем,33,61000
682,52,69472,Среднее специальное,Холост/Не замужем,32,34000
683,58,24147,Высшее,Женат/Замужем,56,14000
684,47,80209,Среднее специальное,Женат/Замужем,24,55000
685,34,31295,Среднее,Вдовец/Вдова,91,20000
686,66,52888,Высшее,Холост/Не замужем,4,42000
687,37,53056,Среднее,Холост/Не замужем,88,16000
688,65,41527,Среднее специальное,Вдовец/Вдова,23,19000
689,42,38767,Среднее,Разведён/Разведена,29,17000
690,39,70156,Среднее специальное,Женат/Замужем,98,30000
691,30,47943,Среднее специальное,Женат/Замужем,21,19000
692,36,56583,Аспирантура,Разведён/Разведена,30,37000
693,66,58546,Среднее,Женат/Замужем,90,20000
694,53,34924,Высшее,Холост/Не замужем,20,23000
695,29,49402,Среднее специальное,Разведён/Разведена,16,31000
696,58,75953,Магистратура,Женат/Замужем,67,32000
697,36,57674,Среднее,Холост/Не замужем,49,24000
698,29,41936,Аспирантура,Женат/Замужем,101,25000
699,26,21893,Высшее,Женат/Замужем,58,14000
700,24,71366,Среднее,Разведён/Разведена,104,52000
701,45,58796,Магистратура,Холост/Не замужем,44,42000
702,31,37791,Высшее,Разведён/Разведена,25,29000
703,48,51458,Среднее специальное,Женат/Замужем,23,30000
704,69,73043,Магистратура,Женат/Замужем,108,55000
705,36,60444,Магистратура,Холост/Не замужем,59,42000
706,64,69644,Высшее,Женат/Замужем,1,52000
707,33,54877,Высшее,Разведён/Разведена,97,16000
708,70,73870,Магистратура,Женат/Замужем,15,57000
709,22,31514,Высшее,Холост/Не замужем,81,16000
710,52,66818,Магистратура,Женат/Замужем,98,46000
711,29,47849,Высшее,Женат/Замужем,81,17000
712,42,46655,Среднее специальное,Холост/Не замужем,52,23000
713,69,59561,Магистратура,Женат/Замужем,58,25000
714,38,51125,Среднее специальное,Женат/Замужем,41,22000
715,53,59175,Среднее специальное,Холост/Не замужем,44,21000
716,70,63276,Высшее,Женат/Замужем,4,44000
717,40,34963,Высшее,Холост/Не замужем,77,10000
718,33,48157,Среднее,Женат/Замужем,68,21000
719,74,83051,Магистратура,Женат/Замужем,7,32000
720,56,54999,Высшее,Женат/Замужем,46,32000
721,62,56500,Высшее,Женат/Замужем,9,24000
722,70,59146,Магистратура,Холост/Не замужем,87,25000
723,59,68533,Высшее,Разведён/Разведена,33,37000
724,56,48340,Среднее,Женат/Замужем,33,30000
725,31,74017,Среднее специальное,Женат/Замужем,84,26000
726,48,47845,Аспирантура,Женат/Замужем,4,18000
727,22,15000,Среднее,Женат/Замужем,65,6000
728,52,56747,Высшее,Холост/Не замужем,118,44000
729,40,46504,Высшее,Холост/Не замужем,106,23000
730,46,69075,Высшее,Холост/Не замужем,34,41000
731,60,67921,Среднее,Женат/Замужем,91,28000
732,28,25492,Высшее,Холост/Не замужем,85,13000
733,35,39304,Высшее,Холост/Не замужем,88,13000
734,64,71711,Аспирантура,Женат/Замужем,79,22000
735,29,15000,Среднее специальное,Холост/Не замужем,99,8000
736,26,56479,Высшее,Женат/Замужем,64,28000
737,27,24732,Высшее,Холост/Не замужем,25,9000
738,61,85655,Высшее,Холост/Не замужем,55,55000
739,34,48686,Высшее,Женат/Замужем,9,38000
740,55,69043,Среднее специальное,Холост/Не замужем,17,34000
741,24,52041,Среднее специальное,Разведён/Разведена,21,31000
742,63,74596,Высшее,Женат/Замужем,60,58000
743,30,49693,Высшее,Холост/Не замужем,13,35000
744,57,58733,Высшее,Холост/Не замужем,3,31000
745,59,68382,Среднее специальное,Женат/Замужем,68,45000
746,26,27587,Среднее специальное,Холост/Не замужем,4,10000
747,67,64048,Среднее,Холост/Не замужем,107,35000
748,44,80270,Среднее,Женат/Замужем,92,35000
749,19,18677,Высшее,Разведён/Разведена,7,7000
750,22,35514,Магистратура,Женат/Замужем,26,18000
751,46,54102,Среднее специальное,Женат/Замужем,75,19000
752,54,54138,Высшее,Разведён/Разведена,24,35000
753,55,67316,Среднее специальное,Холост/Не замужем,107,35000
754,36,53245,Высшее,Разведён/Разведена,10,30000
755,25,21712,Среднее,Женат/Замужем,101,8000
756,65,69120,Магистратура,Женат/Замужем,13,25000
757,62,48964,Высшее,Вдовец/Вдова,44,28000
758,18,41828,Аспирантура,Холост/Не замужем,106,33000
759,39,49447,Магистратура,Холост/Не замужем,39,17000
760,69,72034,Высшее,Женат/Замужем,19,31000
761,34,52685,Высшее,Женат/Замужем,51,38000
762,24,30667,Среднее специальное,Холост/Не замужем,19,10000
763,42,62910,Высшее,Холост/Не замужем,76,46000
764,62,50973,Магистратура,Женат/Замужем,52,28000
765,21,53578,Среднее,Женат/Замужем,86,27000
766,53,49736,Магистратура,Женат/Замужем,47,22000
767,23,15000,Высшее,Вдовец/Вдова,101,6000
768,48,49071,Магистратура,Холост/Не замужем,120,22000
769,36,37770,Магистратура,Холост/Не замужем,30,28000
770,61,59358,Высшее,Женат/Замужем,46,39000
771,71,75874,Высшее,Женат/Замужем,76,48000
772,56,76867,Высшее,Холост/Не замужем,93,53000
773,44,47924,Магистратура,Холост/Не замужем,21,20000
774,27,26825,Аспирантура,Разведён/Разведена,75,16000
775,43,33101,Магистратура,Вдовец/Вдова,101,17000
776,36,37377,Высшее,Женат/Замужем,48,25000
777,56,32082,Высшее,Холост/Не замужем,62,14000
778,20,20723,Магистратура,Вдовец/Вдова,58,12000
779,62,83860,Высшее,Разведён/Разведена,18,62000
780,30,27249,Магистратура,Женат/Замужем,108,13000
781,67,78630,Высшее,Разведён/Разведена,59,26000
782,45,33202,Среднее,Разведён/Разведена,91,18000
783,37,71766,Высшее,Разведён/Разведена,101,33000
784,45,79164,Высшее,Разведён/Разведена,48,50000
785,25,44465,Среднее специальное,Женат/Замужем,63,34000
786,58,91868,Среднее специальное,Женат/Замужем,12,49000
787,56,65736,Высшее,Женат/Замужем,87,35000
788,18,41527,Среднее,Женат/Замужем,34,26000
789,20,50529,Высшее,Женат/Замужем,61,17000
790,30,42295,Высшее,Вдовец/Вдова,102,18000
791,45,28314,Аспирантура,Женат/Замужем,87,21000
792,74,86634,Высшее,Женат/Замужем,53,55000
793,66,61322,Аспирантура,Женат/Замужем,25,18000
794,42,43237,Высшее,Женат/Замужем,62,17000
795,73,78468,Среднее специальное,Женат/Замужем,4,50000
796,50,64094,Высшее,Холост/Не замужем,94,43000
797,55,61852,Высшее,Женат/Замужем,94,44000
798,70,81135,Высшее,Холост/Не замужем,13,36000
799,23,23397,Среднее,Холост/Не замужем,42,17000
800,61,63759,Высшее,Женат/Замужем,49,36000
801,62,77936,Среднее,Холост/Не замужем,78,50000
802,49,81391,Высшее,Холост/Не замужем,56,48000
803,62,97096,Среднее специальное,Холост/Не замужем,47,35000
804,64,73294,Высшее,Холост/Не замужем,8,57000
805,38,58600,Высшее,Женат/Замужем,55,21000
806,33,71723,Среднее,Женат/Замужем,88,30000
807,71,62337,Высшее,Разведён/Разведена,18,44000
808,38,55445,Высшее,Женат/Замужем,35,33000
809,28,49525,Магистратура,Холост/Не замужем,89,35000
810,54,80517,Магистратура,Холост/Не замужем,81,44000
811,53,40942,Высшее,Женат/Замужем,32,20000
812,52,43108,Высшее,Женат/Замужем,120,32000
813,36,44720,Высшее,Разведён/Разведена,24,14000
814,37,50865,Высшее,Женат/Замужем,7,37000
815,74,91642,Среднее специальное,Женат/Замужем,13,38000
816,35,51363,Высшее,Женат/Замужем,91,37000
817,64,64528,Высшее,Разведён/Разведена,112,23000
818,58,68246,Среднее,Женат/Замужем,69,40000
819,66,72915,Высшее,Холост/Не замужем,100,54000
820,31,66575,Высшее,Женат/Замужем,90,35000
821,32,43684,Высшее,Женат/Замужем,42,29000
822,48,48253,Среднее,Вдовец/Вдова,109,33000
823,18,36744,Высшее,Женат/Замужем,31,24000
824,70,74577,Высшее,Холост/Не замужем,74,56000
825,71,48835,Высшее,Вдовец/Вдова,110,25000
826,71,72165,Высшее,Разведён/Разведена,26,27000
827,20,30088,Высшее,Холост/Не замужем,86,9000
828,33,33841,Магистратура,Разведён/Разведена,76,14000
829,40,63133,Среднее специальное,Холост/Не замужем,32,23000
830,74,63014,Аспирантура,Женат/Замужем,91,36000
831,28,44834,Высшее,Разведён/Разведена,97,17000
832,29,36582,Среднее специальное,Женат/Замужем,117,11000
833,27,38815,Высшее,Холост/Не замужем,52,12000
834,49,60976,Среднее,Женат/Замужем,20,43000
835,33,22386,Среднее специальное,Женат/Замужем,103,13000
836,25,38474,Высшее,Холост/Не замужем,105,18000
837,55,93934,Магистратура,Женат/Замужем,40,70000
838,29,15448,Магистратура,Женат/Замужем,59,5000
839,41,47535,Высшее,Холост/Не замужем,77,37000
840,45,68448,Среднее специальное,Женат/Замужем,14,41000
841,70,76124,Высшее,Разведён/Разведена,44,29000
842,25,45919,Высшее,Женат/Замужем,104,29000
843,45,15965,Магистратура,Женат/Замужем,117,10000
844,53,66973,Магистратура,Холост/Не замужем,86,34000
845,43,38574,Магистратура,Женат/Замужем,82,28000
846,25,40248,Высшее,Разведён/Разведена,48,15000
847,67,68758,Высшее,Холост/Не замужем,93,30000
848,45,85774,Среднее специальное,Женат/Замужем,43,29000
849,45,59800,Аспирантура,Женат/Замужем,16,24000
850,54,57110,Среднее специальное,Женат/Замужем,110,23000
851,58,39354,Среднее,Холост/Не замужем,35,29000
852,53,59817,Среднее специальное,Разведён/Разведена,53,20000
853,44,63148,Магистратура,Холост/Не замужем,34,32000
854,71,71191,Высшее,Женат/Замужем,3,40000
855,34,35215,Высшее,Женат/Замужем,68,26000
856,26,27811,Аспирантура,Женат/Замужем,118,22000
857,50,63627,Магистратура,Холост/Не замужем,5,43000
858,70,82990,Высшее,Женат/Замужем,10,65000
859,37,65618,Среднее специальное,Холост/Не замужем,52,45000
860,30,24675,Магистратура,Холост/Не замужем,29,19000
861,45,59489,Магистратура,Женат/Замужем,96,38000
862,65,65774,Высшее,Женат/Замужем,31,22000
863,46,51016,Высшее,Холост/Не замужем,66,25000
864,30,45627,Среднее специальное,Холост/Не замужем,76,28000
865,63,72114,Магистратура,Разведён/Разведена,91,34000
866,52,65131,Высшее,Разведён/Разведена,69,28000
867,23,18137,Высшее,Холост/Не замужем,37,10000
868,35,32352,Среднее,Женат/Замужем,27,24000
869,68,92288,Магистратура,Женат/Замужем,87,29000
870,22,29891,Высшее,Женат/Замужем,33,20000
871,64,71390,Среднее специальное,Разведён/Разведена,68,47000
872,42,65019,Высшее,Холост/Не замужем,59,50000
873,19,37751,Высшее,Женат/Замужем,64,28000
874,27,45397,Высшее,Женат/Замужем,85,30000
875,73,87418,Высшее,Женат/Замужем,88,48000
876,47,21450,Высшее,Женат/Замужем,44,8000
877,67,61850,Магистратура,Разведён/Разведена,95,35000
878,62,72229,Среднее,Холост/Не замужем,108,49000
879,22,54014,Среднее специальное,Холост/Не замужем,112,40000
880,72,74191,Среднее специальное,Холост/Не замужем,88,51000
881,73,61329,Высшее,Вдовец/Вдова,49,24000
882,50,43328,Высшее,Женат/Замужем,53,25000
883,71,85657,Магистратура,Женат/Замужем,74,39000
884,18,26733,Высшее,Холост/Не замужем,49,8000
885,35,43491,Высшее,Разведён/Разведена,113,17000
886,49,64025,Аспирантура,Разведён/Разведена,114,22000
887,64,23277,Среднее специальное,Женат/Замужем,66,16000
888,66,98405,Магистратура,Холост/Не замужем,95,42000
889,28,27033,Высшее,Холост/Не замужем,63,11000
890,38,49629,Высшее,Женат/Замужем,25,38000
891,43,24429,Высшее,Женат/Замужем,4,11000
892,42,42861,Высшее,Холост/Не замужем,51,13000
893,39,65470,Среднее специальное,Женат/Замужем,11,28000
894,44,22057,Высшее,Холост/Не замужем,17,7000
895,66,85293,Высшее,Женат/Замужем,108,29000
896,30,35494,Магистратура,Женат/Замужем,66,12000
897,50,62907,Высшее,Холост/Не замужем,70,37000
898,51,66262,Магистратура,Женат/Замужем,73,26000
899,58,68621,Высшее,Женат/Замужем,69,32000
900,52,44225,Высшее,Холост/Не замужем,84,32000
901,18,24531,Магистратура,Разведён/Разведена,29,12000
902,38,24076,Высшее,Холост/Не замужем,85,18000
903,65,74976,Аспирантура,Холост/Не замужем,73,41000
904,72,98730,Высшее,Холост/Не замужем,92,49000
905,23,15000,Высшее,Холост/Не замужем,119,10000
906,45,40175,Среднее,Холост/Не замужем,72,13000
907,34,40073,Высшее,Холост/Не замужем,95,13000
908,22,35800,Среднее специальное,Женат/Замужем,20,22000
909,48,67187,Высшее,Холост/Не замужем,27,36000
910,22,30917,Среднее специальное,Женат/Замужем,8,21000
911,55,54860,Среднее специальное,Холост/Не замужем,118,41000
912,20,48146,Среднее специальное,Холост/Не замужем,85,23000
913,70,81529,Среднее специальное,Холост/Не замужем,61,48000
914,40,55684,Высшее,Разведён/Разведена,28,30000
915,54,60487,Магистратура,Женат/Замужем,87,47000
916,70,86347,Магистратура,Женат/Замужем,70,61000
917,54,48955,Высшее,Холост/Не замужем,3,37000
918,27,25309,Магистратура,Разведён/Разведена,69,10000
919,27,48391,Среднее специальное,Холост/Не замужем,73,33000
920,36,20024,Магистратура,Холост/Не замужем,7,8000
921,34,44182,Среднее специальное,Женат/Замужем,60,17000
922,38,41251,Высшее,Женат/Замужем,4,31000
923,31,19313,Высшее,Вдовец/Вдова,103,5000
924,26,22430,Среднее специальное,Холост/Не замужем,5,17000
925,63,64365,Высшее,Вдовец/Вдова,11,24000
926,18,45509,Высшее,Женат/Замужем,15,32000
927,68,60205,Магистратура,Женат/Замужем,64,26000
928,62,83400,Высшее,Холост/Не замужем,98,39000
929,30,40547,Среднее специальное,Холост/Не замужем,13,16000
930,21,52055,Высшее,Разведён/Разведена,118,30000
931,18,20932,Среднее специальное,Женат/Замужем,112,9000
932,66,67667,Высшее,Женат/Замужем,7,42000
933,57,66727,Среднее,Вдовец/Вдова,104,20000
934,49,52107,Высшее,Холост/Не замужем,6,17000
935,51,70695,Высшее,Женат/Замужем,56,24000
936,45,18486,Высшее,Женат/Замужем,64,9000
937,48,90336,Аспирантура,Холост/Не замужем,103,63000
938,25,48466,Магистратура,Холост/Не замужем,50,36000
939,56,57797,Высшее,Женат/Замужем,30,24000
940,43,41715,Высшее,Женат/Замужем,22,24000
941,51,43403,Среднее специальное,Женат/Замужем,25,29000
942,71,82084,Высшее,Холост/Не замужем,28,36000
943,71,87324,Среднее специальное,Вдовец/Вдова,118,44000
944,20,29162,Среднее специальное,Холост/Не замужем,84,16000
945,67,85804,Аспирантура,Женат/Замужем,39,31000
946,29,25191,Высшее,Женат/Замужем,67,7000
947,18,15000,Высшее,Холост/Не замужем,5,5000
948,71,99600,Среднее специальное,Холост/Не замужем,65,61000
949,61,73266,Высшее,Женат/Замужем,15,24000
950,22,54152,Среднее,Разведён/Разведена,90,21000
951,47,40390,Среднее,Холост/Не замужем,67,18000
952,47,39347,Среднее,Женат/Замужем,40,13000
953,74,69420,Высшее,Женат/Замужем,105,27000
954,34,30439,Высшее,Холост/Не замужем,111,23000
955,65,78180,Среднее,Женат/Замужем,106,24000
956,64,55533,Высшее,Разведён/Разведена,98,34000
957,40,30024,Среднее специальное,Холост/Не замужем,116,14000
958,32,43330,Высшее,Вдовец/Вдова,69,27000
959,54,39450,Аспирантура,Холост/Не замужем,95,23000
960,38,19008,Высшее,Женат/Замужем,115,7000
961,31,42398,Магистратура,Женат/Замужем,77,30000
962,19,15000,Магистратура,Женат/Замужем,43,8000
963,28,49629,Высшее,Женат/Замужем,1,35000
964,68,49069,Высшее,Холост/Не замужем,22,24000
965,56,26789,Магистратура,Женат/Замужем,62,21000
966,55,55193,Высшее,Женат/Замужем,79,37000
967,51,58568,Среднее специальное,Холост/Не замужем,26,45000
968,55,66972,Магистратура,Разведён/Разведена,18,37000
969,67,71780,Высшее,Холост/Не замужем,48,38000
970,51,40510,Среднее специальное,Женат/Замужем,9,27000
971,35,54295,Высшее,Холост/Не замужем,1,40000
972,47,67602,Магистратура,Холост/Не замужем,107,52000
973,32,23113,Высшее,Холост/Не замужем,9,10000
974,44,48084,Высшее,Женат/Замужем,23,33000
975,68,65883,Магистратура,Женат/Замужем,107,26000
976,51,59705,Высшее,Женат/Замужем,45,34000
977,69,67726,Высшее,Холост/Не замужем,2,26000
978,74,73781,Высшее,Женат/Замужем,14,34000
979,55,69227,Высшее,Женат/Замужем,38,53000
980,50,38892,Высшее,Женат/Замужем,40,14000
981,41,59460,Высшее,Холост/Не замужем,63,36000
982,32,58316,Высшее,Холост/Не замужем,82,34000
983,47,77712,Аспирантура,Женат/Замужем,16,28000
984,72,41049,Среднее специальное,Холост/Не замужем,117,19000
985,59,60056,Среднее специальное,Холост/Не замужем,93,34000
986,68,40523,Высшее,Холост/Не замужем,108,15000
987,34,15000,Магистратура,Женат/Замужем,75,10000
988,22,35361,Среднее специальное,Женат/Замужем,6,27000
989,46,46412,Среднее специальное,Женат/Замужем,3,18000
990,21,36897,Среднее,Холост/Не замужем,14,14000
991,27,44491,Высшее,Женат/Замужем,66,23000
992,73,92718,Среднее специальное,Холост/Не замужем,96,62000
993,34,43608,Высшее,Разведён/Разведена,95,19000
994,27,81050,Высшее,Женат/Замужем,75,25000
995,34,47396,Магистратура,Женат/Замужем,86,27000
996,37,72837,Высшее,Холост/Не замужем,67,56000
997,41,15000,Среднее специальное,Холост/Не замужем,114,7000
998,22,53446,Высшее,Женат/Замужем,31,27000
999,51,53688,Аспирантура,Женат/Замужем,33,42000
1000,23,15000,Высшее,Холост/Не замужем,88,9000
1001,70,77908,Аспирантура,Вдовец/Вдова,1,51000
1002,19,26255,Магистратура,Вдовец/Вдова,44,15000
1003,30,48300,Среднее,Женат/Замужем,15,38000
1004,60,78766,Высшее,Вдовец/Вдова,37,50000
1005,60,41262,Среднее специальное,Холост/Не замужем,27,30000
1006,65,82823,Высшее,Холост/Не замужем,102,53000
1007,28,38097,Среднее специальное,Холост/Не замужем,48,25000
1008,68,90292,Высшее,Женат/Замужем,27,40000
1009,64,63722,Магистратура,Холост/Не замужем,108,28000
1010,74,67743,Среднее специальное,Вдовец/Вдова,12,46000
1011,40,48005,Магистратура,Холост/Не замужем,67,21000
1012,72,74727,Среднее,Холост/Не замужем,30,43000
1013,33,32058,Среднее,Разведён/Разведена,96,13000
1014,48,46555,Магистратура,Холост/Не замужем,87,32000
1015,28,19596,Высшее,Холост/Не замужем,66,6000
1016,71,65880,Высшее,Женат/Замужем,7,47000
1017,33,52144,Среднее специальное,Холост/Не замужем,34,31000
1018,25,33539,Высшее,Холост/Не замужем,32,13000
1019,21,47535,Высшее,Холост/Не замужем,117,27000
1020,57,58418,Высшее,Женат/Замужем,39,25000
1021,21,15000,Высшее,Вдовец/Вдова,96,6000
1022,73,82959,Аспирантура,Разведён/Разведена,43,39000
1023,42,39095,Высшее,Холост/Не замужем,43,12000
1024,20,28099,Магистратура,Женат/Замужем,78,22000
1025,49,73363,Высшее,Женат/Замужем,3,23000
1026,20,15000,Высшее,Вдовец/Вдова,46,9000
1027,44,53271,Среднее,Холост/Не замужем,32,25000
1028,46,51792,Высшее,Женат/Замужем,43,32000
1029,49,65313,Магистратура,Женат/Замужем,100,31000
1030,67,82027,Среднее специальное,Вдовец/Вдова,81,52000
1031,68,73957,Среднее специальное,Холост/Не замужем,112,49000
1032,36,38994,Высшее,Холост/Не замужем,3,25000
1033,38,53100,Среднее специальное,Холост/Не замужем,74,18000
1034,22,53234,Магистратура,Холост/Не замужем,117,33000
1035,35,43190,Магистратура,Женат/Замужем,63,19000
1036,45,47591,Высшее,Женат/Замужем,111,14000
1037,59,68622,Среднее,Женат/Замужем,40,34000
1038,39,47380,Высшее,Холост/Не замужем,18,24000
1039,38,25934,Высшее,Холост/Не замужем,67,13000
1040,23,37589,Аспирантура,Холост/Не замужем,103,24000
1041,18,15000,Высшее,Холост/Не замужем,62,6000
1042,22,38817,Высшее,Женат/Замужем,10,17000
1043,58,50042,Высшее,Холост/Не замужем,52,16000
1044,29,39353,Аспирантура,Холост/Не замужем,73,25000
1045,43,55858,Высшее,Женат/Замужем,46,32000
1046,63,102808,Высшее,Женат/Замужем,55,48000
1047,51,67541,Среднее специальное,Женат/Замужем,46,44000
1048,66,88871,Высшее,Разведён/Разведена,75,50000
1049,31,68476,Магистратура,Холост/Не замужем,60,36000
1050,43,57338,Высшее,Женат/Замужем,97,31000
1051,62,69485,Высшее,Холост/Не замужем,100,42000
1052,44,34799,Среднее специальное,Холост/Не замужем,26,21000
1053,26,34650,Среднее специальное,Разведён/Разведена,27,15000
1054,43,39153,Среднее,Холост/Не замужем,38,14000
1055,74,68784,Среднее специальное,Женат/Замужем,22,26000
1056,64,94859,Высшее,Холост/Не замужем,26,58000
1057,74,76519,Среднее,Женат/Замужем,86,56000
1058,39,33661,Среднее специальное,Женат/Замужем,69,16000
1059,64,87418,Магистратура,Разведён/Разведена,35,33000
1060,73,88329,Высшее,Разведён/Разведена,66,59000
1061,47,68314,Высшее,Женат/Замужем,99,48000
1062,60,33508,Высшее,Холост/Не замужем,73,24000
1063,65,96830,Высшее,Женат/Замужем,115,58000
1064,34,34422,Среднее специальное,Женат/Замужем,51,25000
1065,43,61669,Магистратура,Холост/Не замужем,113,18000
1066,53,95856,Среднее специальное,Женат/Замужем,18,33000
1067,18,62329,Высшее,Разведён/Разведена,43,21000
1068,25,20936,Высшее,Женат/Замужем,12,13000
1069,66,46732,Высшее,Холост/Не замужем,3,15000
1070,52,78655,Высшее,Разведён/Разведена,82,43000
1071,69,72930,Высшее,Холост/Не замужем,120,39000
1072,32,33686,Среднее специальное,Холост/Не замужем,102,15000
1073,64,76118,Высшее,Женат/Замужем,7,55000
1074,73,71556,Аспирантура,Женат/Замужем,97,27000
1075,39,57319,Магистратура,Женат/Замужем,6,27000
1076,31,41404,Среднее,Холост/Не замужем,82,28000
1077,43,60835,Высшее,Холост/Не замужем,45,19000
1078,45,38182,Магистратура,Холост/Не замужем,86,24000
1079,40,68966,Высшее,Вдовец/Вдова,115,48000
1080,31,50864,Высшее,Женат/Замужем,39,38000
1081,41,58094,Магистратура,Холост/Не замужем,51,42000
1082,19,15000,Магистратура,Холост/Не замужем,9,6000
1083,62,90694,Высшее,Холост/Не замужем,99,53000
1084,43,49794,Высшее,Женат/Замужем,23,16000
1085,31,51320,Высшее,Холост/Не замужем,12,22000
1086,73,69157,Высшее,Женат/Замужем,116,24000
1087,68,73913,Среднее специальное,Женат/Замужем,88,33000
1088,24,39256,Среднее специальное,Женат/Замужем,62,28000
1089,20,15000,Высшее,Женат/Замужем,114,7000
1090,64,75536,Среднее специальное,Женат/Замужем,104,43000
1091,40,77080,Высшее,Холост/Не замужем,73,39000
1092,63,74096,Высшее,Женат/Замужем,77,39000
1093,60,49234,Высшее,Женат/Замужем,40,38000
1094,64,76549,Высшее,Холост/Не замужем,54,34000
1095,62,81092,Магистратура,Разведён/Разведена,106,49000
1096,35,51286,Среднее,Холост/Не замужем,81,26000
1097,55,58488,Магистратура,Холост/Не замужем,7,19000
1098,52,53567,Магистратура,Холост/Не замужем,17,29000
1099,68,66305,Высшее,Разведён/Разведена,119,46000
1100,32,51666,Высшее,Женат/Замужем,50,18000
1101,42,28093,Магистратура,Женат/Замужем,24,9000
1102,72,67621,Среднее специальное,Холост/Не замужем,2,25000
1103,54,82734,Высшее,Женат/Замужем,99,56000
1104,45,76112,Высшее,Женат/Замужем,92,50000
1105,27,15027,Среднее специальное,Разведён/Разведена,83,8000
1106,56,43428,Магистратура,Холост/Не замужем,33,23000
1107,74,70740,Магистратура,Холост/Не замужем,21,52000
1108,34,56188,Магистратура,Холост/Не замужем,117,38000
1109,56,32987,Среднее специальное,Разведён/Разведена,74,23000
1110,39,45977,Среднее,Женат/Замужем,53,32000
1111,43,42887,Высшее,Женат/Замужем,46,26000
1112,61,84289,Среднее,Женат/Замужем,45,44000
1113,42,24046,Высшее,Вдовец/Вдова,9,17000
1114,34,44188,Высшее,Разведён/Разведена,102,33000
1115,30,33695,Высшее,Женат/Замужем,6,10000
1116,37,67246,Высшее,Холост/Не замужем,51,21000
1117,42,58164,Высшее,Холост/Не замужем,117,45000
1118,21,23612,Среднее специальное,Разведён/Разведена,106,10000
1119,27,50000,Высшее,Женат/Замужем,119,36000
1120,20,25767,Высшее,Холост/Не замужем,35,12000
1121,58,76989,Высшее,Женат/Замужем,82,27000
1122,62,61643,Магистратура,Разведён/Разведена,53,20000
1123,35,59419,Магистратура,Женат/Замужем,19,22000
1124,64,73341,Аспирантура,Женат/Замужем,69,31000
1125,53,106907,Среднее специальное,Разведён/Разведена,25,58000
1126,64,66006,Среднее,Женат/Замужем,11,42000
1127,39,52542,Высшее,Холост/Не замужем,74,41000
1128,51,49208,Высшее,Вдовец/Вдова,17,25000
1129,64,66840,Высшее,Вдовец/Вдова,36,37000
1130,25,15000,Магистратура,Разведён/Разведена,90,8000
1131,57,68183,Высшее,Женат/Замужем,95,38000
1132,66,88543,Магистратура,Холост/Не замужем,96,49000
1133,61,70349,Магистратура,Разведён/Разведена,21,21000
1134,36,24692,Среднее,Холост/Не замужем,18,7000
1135,59,50773,Высшее,Разведён/Разведена,60,17000
1136,58,25547,Высшее,Разведён/Разведена,18,8000
1137,54,73483,Среднее специальное,Женат/Замужем,1,47000
1138,23,18902,Высшее,Разведён/Разведена,14,7000
1139,69,70369,Высшее,Женат/Замужем,8,52000
1140,43,47693,Среднее специальное,Холост/Не замужем,66,36000
1141,51,78715,Высшее,Женат/Замужем,51,62000
1142,73,75279,Высшее,Холост/Не замужем,79,57000
1143,62,77333,Среднее,Женат/Замужем,60,33000
1144,23,42196,Высшее,Холост/Не замужем,34,23000
1145,54,79191,Среднее специальное,Женат/Замужем,36,30000
1146,74,71213,Высшее,Разведён/Разведена,62,50000
1147,50,83644,Среднее специальное,Вдовец/Вдова,1,62000
1148,70,41815,Магистратура,Холост/Не замужем,115,30000
1149,39,59662,Высшее,Женат/Замужем,85,30000
1150,38,33000,Среднее специальное,Женат/Замужем,42,22000
