transaction_id,client_id,месяц,сумма,категория
31821,473,8,30814.71,Путешествия
31822,473,8,4462.43,Транспорт
31823,473,8,8535.86,Одежда
31824,473,8,4173.55,Продукты
31825,473,8,3338.85,Рестораны
31826,473,9,3580.06,Развлечения
31827,473,9,27472.37,Путешествия
31828,473,9,4794.16,Продукты
31829,473,9,3802.2,Рестораны
31830,473,9,2350.0,Рестораны
31831,473,10,505.26,Транспорт
31832,473,10,41823.69,Путешествия
31833,473,10,18443.84,Образование
31834,473,10,5849.72,Образование
31835,473,10,1626.39,Продукты
31836,473,11,2905.45,Продукты
31837,473,11,14924.7,Путешествия
31838,473,11,1973.93,Транспорт
31839,473,11,4894.62,Здоровье
31840,473,11,2306.67,Здоровье
31841,473,11,19701.42,Путешествия
31842,473,11,2496.76,Продукты
31843,473,11,5301.49,Продукты
31844,473,11,2054.31,Продукты
31845,473,11,1503.47,Транспорт
31846,473,11,5698.99,Рестораны
31847,473,12,2628.95,Здоровье
31848,473,12,14204.79,Коммунальные услуги
31849,473,12,1448.42,Транспорт
31850,473,12,1401.6,Транспорт
31851,473,12,2377.57,Здоровье
31852,474,1,5034.96,Рестораны
31853,474,1,1586.01,Транспорт
31854,474,1,9532.25,Здоровье
31855,474,2,10270.65,Рестораны
31856,474,2,40392.55,Путешествия
31857,474,2,4798.9,Рестораны
31858,474,3,23554.65,Путешествия
31859,474,3,2684.26,Развлечения
31860,474,3,2073.69,Рестораны
31861,474,3,8152.53,Транспорт
31862,474,3,2496.29,Транспорт
31863,474,3,2565.56,Рестораны
31864,474,3,2412.55,Развлечения
31865,474,3,13782.14,Одежда
31866,474,3,5296.14,Продукты
31867,474,3,4469.04,Развлечения
31868,474,3,103488.86,Путешествия
31869,474,4,2491.45,Развлечения
31870,474,4,33681.88,Образование
31871,474,4,17564.14,Путешествия
31872,474,4,6734.87,Прочее
31873,474,4,2213.25,Транспорт
31874,474,5,7319.96,Коммунальные услуги
31875,474,5,1111.99,Транспорт
31876,474,5,4587.61,Рестораны
31877,474,5,7695.87,Одежда
31878,474,5,11034.04,Коммунальные услуги
31879,474,5,8821.31,Рестораны
31880,474,5,9478.88,Продукты
31881,474,6,5220.51,Продукты
31882,474,6,4874.55,Рестораны
31883,474,6,16527.61,Одежда
31884,474,6,3283.88,Развлечения
31885,474,6,6849.34,Рестораны
31886,474,6,7792.86,Развлечения
31887,474,6,4074.11,Одежда
31888,474,6,2998.33,Транспорт
31889,474,7,1384.52,Продукты
31890,474,7,4191.1,Транспорт
31891,474,7,2949.63,Развлечения
31892,474,7,3676.68,Продукты
31893,474,8,7991.82,Коммунальные услуги
31894,474,8,5374.75,Развлечения
31895,474,8,7483.7,Рестораны
31896,474,8,3368.99,Продукты
31897,474,8,7011.84,Продукты
31898,474,8,2610.0,Продукты
31899,474,8,11877.8,Рестораны
31900,474,9,6840.12,Здоровье
31901,474,9,4140.22,Одежда
31902,474,9,5277.79,Развлечения
31903,474,9,11396.42,Продукты
31904,474,9,9385.35,Коммунальные услуги
31905,474,9,22175.03,Путешествия
31906,474,9,2073.56,Продукты
31907,474,9,10514.1,Коммунальные услуги
31908,474,9,6148.73,Рестораны
31909,474,10,2695.38,Рестораны
31910,474,10,7169.2,Рестораны
31911,474,10,38872.67,Образование
31912,474,10,5115.09,Рестораны
31913,474,10,18103.5,Путешествия
31914,474,11,7714.18,Продукты
31915,474,11,37317.78,Одежда
31916,474,11,13146.56,Транспорт
31917,474,11,6695.54,Продукты
31918,474,11,51932.78,Путешествия
31919,474,11,4006.92,Прочее
31920,474,11,6493.16,Продукты
31921,474,12,4485.21,Продукты
31922,474,12,5683.32,Коммунальные услуги
31923,474,12,3044.21,Здоровье
31924,474,12,4262.96,Продукты
31925,474,12,2495.55,Транспорт
31926,474,12,5059.23,Транспорт
31927,474,12,3464.8,Транспорт
31928,474,12,7829.17,Одежда
31929,474,12,7557.23,Рестораны
31930,474,12,3853.51,Прочее
31931,475,1,2814.43,Продукты
31932,475,1,2913.16,Развлечения
31933,475,1,3511.25,Продукты
31934,475,2,4623.57,Здоровье
31935,475,2,4138.34,Рестораны
31936,475,2,1919.45,Транспорт
31937,475,2,3862.4,Прочее
31938,475,3,3745.57,Одежда
31939,475,3,2845.16,Продукты
31940,475,3,4611.86,Развлечения
31941,475,3,2268.11,Продукты
31942,475,3,2891.94,Здоровье
31943,475,4,4579.12,Рестораны
31944,475,4,5362.1,Продукты
31945,475,4,3040.14,Продукты
31946,475,4,4176.54,Прочее
31947,475,4,23650.54,Путешествия
31948,475,5,5142.73,Рестораны
31949,475,5,2067.13,Транспорт
31950,475,5,3169.48,Продукты
31951,475,6,4909.02,Продукты
31952,475,6,7545.47,Образование
31953,475,6,21253.28,Образование
31954,475,6,20561.56,Путешествия
31955,475,6,3426.86,Продукты
31956,475,7,4933.52,Продукты
31957,475,7,3018.67,Продукты
31958,475,7,4283.64,Продукты
31959,475,7,5659.03,Продукты
31960,475,7,3594.15,Рестораны
31961,475,8,18855.96,Путешествия
31962,475,8,4251.82,Образование
31963,475,8,2355.96,Продукты
31964,475,8,1819.82,Транспорт
31965,475,8,1885.21,Развлечения
31966,475,8,12777.45,Одежда
31967,475,9,34490.38,Путешествия
31968,475,9,9611.76,Одежда
31969,475,9,13043.58,Коммунальные услуги
31970,475,10,8352.51,Одежда
31971,475,10,910.03,Развлечения
31972,475,10,2368.41,Прочее
31973,475,10,1603.59,Транспорт
31974,475,10,30745.98,Путешествия
31975,475,10,6951.88,Прочее
31976,475,11,4313.08,Прочее
31977,475,11,26290.57,Путешествия
31978,475,11,2820.37,Прочее
31979,475,11,8947.66,Одежда
31980,475,11,10967.75,Образование
31981,475,12,1862.83,Развлечения
31982,475,12,3928.84,Продукты
31983,475,12,23059.57,Путешествия
31984,475,12,23242.07,Путешествия
31985,475,12,4834.71,Одежда
31986,475,12,3066.21,Рестораны
31987,475,12,6865.74,Рестораны
31988,475,12,4821.64,Развлечения
31989,476,1,4598.33,Развлечения
31990,476,1,11848.36,Образование
31991,476,1,10404.69,Одежда
31992,476,1,6380.68,Транспорт
31993,476,1,35195.45,Путешествия
31994,476,1,12614.52,Путешествия
31995,476,2,1053.08,Транспорт
31996,476,2,5703.64,Продукты
31997,476,2,2151.02,Развлечения
31998,476,2,11990.52,Продукты
31999,476,2,6537.72,Одежда
32000,476,2,7813.7,Продукты
32001,476,3,3864.32,Продукты
32002,476,3,2761.24,Продукты
32003,476,3,3108.04,Здоровье
32004,476,3,2276.21,Рестораны
32005,476,3,3922.41,Развлечения
32006,476,3,2952.94,Развлечения
32007,476,3,25288.3,Одежда
32008,476,3,2525.58,Транспорт
32009,476,3,891.88,Рестораны
32010,476,4,5575.24,Прочее
32011,476,4,10109.5,Рестораны
32012,476,4,5331.74,Продукты
32013,476,4,16167.98,Путешествия
32014,476,4,2150.07,Продукты
32015,476,5,3218.0,Продукты
32016,476,5,4772.75,Продукты
32017,476,5,1909.94,Продукты
32018,476,5,5615.42,Продукты
32019,476,5,4262.46,Рестораны
32020,476,5,22477.46,Путешествия
32021,476,5,2015.49,Здоровье
32022,476,5,1042.68,Транспорт
32023,476,5,3889.21,Транспорт
32024,476,5,3126.75,Транспорт
32025,476,6,6076.3,Развлечения
32026,476,6,3029.01,Продукты
32027,476,6,7855.06,Рестораны
32028,476,6,3521.29,Продукты
32029,476,7,4151.83,Продукты
32030,476,7,1681.44,Продукты
32031,476,7,9432.96,Рестораны
32032,476,7,2730.13,Рестораны
32033,476,7,21837.27,Путешествия
32034,476,7,1513.62,Транспорт
32035,476,7,6506.96,Рестораны
32036,476,7,2928.12,Рестораны
32037,476,7,2917.17,Развлечения
32038,476,8,4872.38,Прочее
32039,476,8,3162.38,Продукты
32040,476,8,4904.01,Транспорт
32041,476,8,29365.89,Путешествия
32042,476,9,13486.36,Одежда
32043,476,9,5225.42,Рестораны
32044,476,9,3426.82,Развлечения
32045,476,9,3905.6,Здоровье
32046,476,9,2602.39,Развлечения
32047,476,9,1321.4,Транспорт
32048,476,9,5964.77,Коммунальные услуги
32049,476,9,3417.44,Продукты
32050,476,10,1316.36,Развлечения
32051,476,10,2025.16,Продукты
32052,476,10,4393.17,Продукты
32053,476,11,24674.15,Путешествия
32054,476,11,3441.08,Рестораны
32055,476,11,4289.19,Рестораны
32056,476,11,41758.4,Путешествия
32057,476,11,18693.01,Образование
32058,476,11,2505.29,Транспорт
32059,476,12,27703.8,Путешествия
32060,476,12,2382.56,Продукты
32061,476,12,2292.13,Развлечения
32062,476,12,4059.85,Продукты
32063,476,12,14835.5,Путешествия
32064,476,12,6305.89,Продукты
32065,477,1,11177.77,Коммунальные услуги
32066,477,1,4890.95,Коммунальные услуги
32067,477,1,2339.81,Рестораны
32068,477,1,3939.63,Рестораны
32069,477,1,26803.54,Образование
32070,477,1,2370.98,Транспорт
32071,477,1,1572.98,Рестораны
32072,477,1,2521.14,Развлечения
32073,477,1,2880.65,Продукты
32074,477,1,28021.43,Путешествия
32075,477,2,3561.85,Рестораны
32076,477,2,5008.04,Одежда
32077,477,2,1673.96,Продукты
32078,477,2,3428.53,Рестораны
32079,477,2,1701.43,Продукты
32080,477,3,23282.81,Путешествия
32081,477,3,2478.4,Рестораны
32082,477,3,3259.21,Продукты
32083,477,3,3108.54,Рестораны
32084,477,4,8473.25,Продукты
32085,477,4,2723.11,Продукты
32086,477,4,17007.49,Путешествия
32087,477,4,8328.39,Одежда
32088,477,4,6167.77,Образование
32089,477,5,1881.12,Продукты
32090,477,5,2058.77,Рестораны
32091,477,5,5693.77,Продукты
32092,477,5,3980.32,Здоровье
32093,477,5,1867.8,Транспорт
32094,477,6,9864.93,Образование
32095,477,6,6669.66,Продукты
32096,477,6,2416.77,Продукты
32097,477,6,2700.44,Транспорт
32098,477,6,2785.48,Здоровье
32099,477,6,13348.29,Одежда
32100,477,6,4999.92,Здоровье
32101,477,6,2579.1,Развлечения
32102,477,6,2383.65,Развлечения
32103,477,6,4756.58,Рестораны
32104,477,6,2207.0,Транспорт
32105,477,7,1470.92,Транспорт
32106,477,7,10813.55,Рестораны
32107,477,7,30511.06,Путешествия
32108,477,7,17385.44,Путешествия
32109,477,7,3932.97,Одежда
32110,477,7,5399.95,Одежда
32111,477,7,2680.79,Транспорт
32112,477,8,2223.1,Транспорт
32113,477,8,5411.31,Рестораны
32114,477,8,1565.05,Развлечения
32115,477,8,10688.11,Рестораны
32116,477,8,8127.87,Образование
32117,477,8,3683.98,Рестораны
32118,477,8,6696.98,Рестораны
32119,477,9,1937.7,Транспорт
32120,477,9,9077.39,Путешествия
32121,477,9,2957.98,Продукты
32122,477,9,5736.33,Развлечения
32123,477,9,2689.9,Продукты
32124,477,10,770.88,Продукты
32125,477,10,4790.79,Рестораны
32126,477,11,2884.14,Транспорт
32127,477,11,4713.35,Рестораны
32128,477,11,4960.47,Здоровье
32129,477,11,3738.09,Продукты
32130,477,11,4030.49,Транспорт
32131,477,11,8284.85,Рестораны
32132,477,11,3859.51,Рестораны
32133,477,11,16271.43,Образование
32134,477,12,4138.5,Рестораны
32135,477,12,7422.88,Коммунальные услуги
32136,477,12,4551.64,Рестораны
32137,477,12,8410.69,Одежда
32138,477,12,1311.57,Транспорт
32139,478,1,3127.61,Одежда
32140,478,1,4606.78,Продукты
32141,478,1,5795.06,Прочее
32142,478,1,9068.78,Одежда
32143,478,1,4110.8,Рестораны
32144,478,2,4327.1,Продукты
32145,478,2,4318.34,Развлечения
32146,478,2,5519.99,Продукты
32147,478,2,6236.96,Продукты
32148,478,2,12361.41,Рестораны
32149,478,3,9954.54,Продукты
32150,478,3,2120.85,Транспорт
32151,478,3,1677.95,Транспорт
32152,478,3,22124.24,Путешествия
32153,478,3,82357.51,Путешествия
32154,478,4,5368.63,Транспорт
32155,478,4,2931.48,Транспорт
32156,478,4,4280.01,Развлечения
32157,478,4,3154.51,Рестораны
32158,478,4,6528.62,Рестораны
32159,478,4,3960.01,Развлечения
32160,478,5,6463.23,Продукты
32161,478,5,7368.26,Рестораны
32162,478,6,6915.69,Продукты
32163,478,6,1877.65,Транспорт
32164,478,6,1225.39,Развлечения
32165,478,6,3419.98,Транспорт
32166,478,6,22901.77,Путешествия
32167,478,6,9706.63,Продукты
32168,478,6,6329.69,Продукты
32169,478,6,16537.2,Одежда
32170,478,6,18940.52,Путешествия
32171,478,7,25959.67,Путешествия
32172,478,7,1532.35,Рестораны
32173,478,7,3321.66,Транспорт
32174,478,7,33808.49,Путешествия
32175,478,7,39136.23,Путешествия
32176,478,8,3262.27,Транспорт
32177,478,8,18441.63,Образование
32178,478,8,10367.11,Коммунальные услуги
32179,478,9,24922.95,Путешествия
32180,478,9,5554.71,Рестораны
32181,478,9,22890.1,Образование
32182,478,9,4571.62,Развлечения
32183,478,9,10761.78,Прочее
32184,478,9,10301.08,Здоровье
32185,478,9,3935.26,Рестораны
32186,478,9,25743.87,Путешествия
32187,478,9,7674.9,Здоровье
32188,478,9,20494.19,Образование
32189,478,9,36764.2,Образование
32190,478,9,6562.65,Здоровье
32191,478,10,11069.87,Одежда
32192,478,10,8994.67,Образование
32193,478,10,6923.44,Рестораны
32194,478,10,1827.82,Развлечения
32195,478,10,7325.88,Продукты
32196,478,11,4129.92,Развлечения
32197,478,11,3148.73,Рестораны
32198,478,11,10165.42,Рестораны
32199,478,11,8235.15,Одежда
32200,478,11,9394.2,Продукты
32201,478,11,9229.99,Продукты
32202,478,11,7581.13,Рестораны
32203,478,11,3905.55,Транспорт
32204,478,11,8030.96,Одежда
32205,478,11,9698.94,Одежда
32206,478,11,3002.7,Транспорт
32207,478,11,5072.37,Здоровье
32208,478,11,13240.68,Одежда
32209,478,11,7903.61,Продукты
32210,478,11,2649.43,Продукты
32211,478,11,9161.41,Одежда
32212,478,11,6216.08,Рестораны
32213,478,12,5528.13,Здоровье
32214,478,12,2889.04,Продукты
32215,478,12,5487.09,Развлечения
32216,478,12,2847.93,Развлечения
32217,478,12,3797.5,Развлечения
32218,478,12,3166.92,Транспорт
32219,478,12,55853.66,Путешествия
32220,479,1,3408.59,Рестораны
32221,479,2,3199.11,Продукты
32222,479,2,733.12,Продукты
32223,479,2,3547.4,Транспорт
32224,479,2,13070.28,Одежда
32225,479,2,5310.75,Развлечения
32226,479,2,66766.1,Путешествия
32227,479,2,8592.87,Коммунальные услуги
32228,479,2,2052.72,Продукты
32229,479,2,10775.96,Одежда
32230,479,2,2302.25,Развлечения
32231,479,3,6235.45,Продукты
32232,479,3,3696.76,Продукты
32233,479,3,2776.9,Развлечения
32234,479,3,4503.91,Рестораны
32235,479,3,3370.1,Продукты
32236,479,4,2551.12,Продукты
32237,479,4,4394.0,Здоровье
32238,479,4,4522.54,Одежда
32239,479,4,3440.65,Транспорт
32240,479,4,3891.6,Развлечения
32241,479,4,2536.45,Продукты
32242,479,5,39671.55,Путешествия
32243,479,5,6012.02,Продукты
32244,479,5,6624.21,Рестораны
32245,479,5,1594.02,Продукты
32246,479,5,19439.8,Путешествия
32247,479,5,3546.23,Продукты
32248,479,5,2521.67,Продукты
32249,479,5,2047.13,Рестораны
32250,479,6,2209.62,Рестораны
32251,479,6,1695.79,Транспорт
32252,479,6,3877.97,Одежда
32253,479,6,3148.79,Развлечения
32254,479,6,4006.75,Продукты
32255,479,6,1669.95,Транспорт
32256,479,7,7368.29,Рестораны
32257,479,7,5683.93,Одежда
32258,479,7,1954.0,Рестораны
32259,479,8,1756.24,Транспорт
32260,479,8,8845.82,Рестораны
32261,479,8,14865.62,Образование
32262,479,8,15749.4,Коммунальные услуги
32263,479,9,19091.42,Путешествия
32264,479,9,778.32,Транспорт
32265,479,9,42604.06,Путешествия
32266,479,9,2630.19,Развлечения
32267,479,9,8552.15,Коммунальные услуги
32268,479,10,3330.38,Транспорт
32269,479,10,6629.56,Продукты
32270,479,10,2117.41,Транспорт
32271,479,10,30291.27,Путешествия
32272,479,11,18513.22,Путешествия
32273,479,11,3735.81,Рестораны
32274,479,11,17562.67,Образование
32275,479,11,4942.09,Продукты
32276,479,11,3226.51,Транспорт
32277,479,12,7607.23,Одежда
32278,479,12,5164.71,Рестораны
32279,479,12,4899.04,Здоровье
32280,479,12,1011.73,Транспорт
32281,479,12,4928.26,Продукты
32282,479,12,6887.64,Коммунальные услуги
32283,479,12,2860.93,Развлечения
32284,479,12,2739.24,Развлечения
32285,479,12,2124.8,Коммунальные услуги
32286,479,12,3966.28,Коммунальные услуги
32287,480,1,3981.55,Продукты
32288,480,1,3704.92,Продукты
32289,480,1,2864.67,Продукты
32290,480,1,11866.78,Путешествия
32291,480,1,1515.4,Транспорт
32292,480,1,15840.61,Путешествия
32293,480,1,8268.88,Продукты
32294,480,1,36590.03,Путешествия
32295,480,2,2282.53,Продукты
32296,480,2,915.43,Транспорт
32297,480,2,2307.28,Одежда
32298,480,2,2425.86,Рестораны
32299,480,2,2827.09,Развлечения
32300,480,3,2112.5,Прочее
32301,480,3,2343.24,Транспорт
32302,480,3,1150.36,Транспорт
32303,480,3,2754.43,Продукты
32304,480,3,13794.35,Одежда
32305,480,3,15217.2,Одежда
32306,480,4,3227.47,Развлечения
32307,480,4,1260.81,Транспорт
32308,480,4,4271.21,Продукты
32309,480,4,4209.79,Здоровье
32310,480,4,28144.72,Путешествия
32311,480,5,3178.79,Коммунальные услуги
32312,480,5,2723.18,Продукты
32313,480,5,6335.7,Продукты
32314,480,6,1057.55,Развлечения
32315,480,6,3222.52,Продукты
32316,480,6,13942.95,Путешествия
32317,480,6,3255.88,Прочее
32318,480,6,4086.48,Рестораны
32319,480,7,2983.47,Продукты
32320,480,7,3543.93,Прочее
32321,480,7,1884.67,Продукты
32322,480,7,2218.95,Транспорт
32323,480,7,6334.26,Рестораны
32324,480,7,4418.53,Одежда
32325,480,8,2856.04,Продукты
32326,480,8,3224.57,Транспорт
32327,480,8,4138.51,Рестораны
32328,480,9,3933.19,Одежда
32329,480,9,1506.61,Транспорт
32330,480,10,1369.84,Рестораны
32331,480,11,1473.85,Продукты
32332,480,11,3136.35,Транспорт
32333,480,11,3674.53,Продукты
32334,480,11,4125.57,Продукты
32335,480,11,2848.18,Продукты
32336,480,11,2459.0,Здоровье
32337,480,12,16811.12,Образование
32338,480,12,3821.37,Рестораны
32339,480,12,1885.76,Продукты
32340,480,12,2493.38,Здоровье
32341,480,12,16371.57,Путешествия
32342,480,12,14041.09,Путешествия
32343,480,12,4255.37,Продукты
32344,480,12,4960.97,Здоровье
32345,480,12,2891.6,Продукты
32346,480,12,4949.55,Развлечения
32347,480,12,5518.21,Развлечения
32348,481,1,1756.09,Транспорт
32349,481,1,1618.26,Транспорт
32350,481,1,28800.02,Образование
32351,481,1,1087.9,Транспорт
32352,481,1,5187.57,Продукты
32353,481,2,4809.09,Развлечения
32354,481,2,4065.95,Одежда
32355,481,2,5116.46,Развлечения
32356,481,2,2425.92,Транспорт
32357,481,2,3753.51,Продукты
32358,481,2,37765.59,Путешествия
32359,481,2,10546.37,Коммунальные услуги
32360,481,3,5602.81,Продукты
32361,481,3,3789.64,Продукты
32362,481,3,5061.64,Продукты
32363,481,3,6490.14,Одежда
32364,481,3,12665.49,Одежда
32365,481,3,5924.26,Рестораны
32366,481,3,2302.15,Транспорт
32367,481,4,6341.81,Здоровье
32368,481,4,5186.3,Рестораны
32369,481,4,1266.16,Транспорт
32370,481,4,3073.26,Продукты
32371,481,4,3580.69,Развлечения
32372,481,5,2551.39,Развлечения
32373,481,5,8409.65,Рестораны
32374,481,5,1350.36,Продукты
32375,481,5,39868.25,Путешествия
32376,481,5,5594.31,Продукты
32377,481,5,6236.56,Рестораны
32378,481,6,3967.87,Рестораны
32379,481,6,6301.47,Рестораны
32380,481,6,22181.51,Путешествия
32381,481,6,2451.3,Транспорт
32382,481,6,4391.59,Транспорт
32383,481,6,29659.4,Путешествия
32384,481,6,6433.08,Здоровье
32385,481,6,50423.68,Путешествия
32386,481,7,44355.27,Путешествия
32387,481,7,17693.63,Рестораны
32388,481,7,35288.56,Путешествия
32389,481,8,5612.11,Одежда
32390,481,8,6881.15,Развлечения
32391,481,8,3284.4,Продукты
32392,481,8,5925.06,Рестораны
32393,481,8,2966.5,Рестораны
32394,481,9,5299.52,Развлечения
32395,481,9,1772.79,Развлечения
32396,481,9,2902.65,Транспорт
32397,481,9,6880.35,Коммунальные услуги
32398,481,9,4422.21,Транспорт
32399,481,9,21725.91,Одежда
32400,481,9,6704.91,Образование
32401,481,9,3348.11,Продукты
32402,481,9,10746.22,Продукты
32403,481,9,3822.43,Развлечения
32404,481,10,50666.36,Путешествия
32405,481,10,3191.19,Рестораны
32406,481,10,4244.62,Рестораны
32407,481,10,5954.85,Здоровье
32408,481,10,13264.87,Одежда
32409,481,10,11093.51,Образование
32410,481,10,4576.91,Рестораны
32411,481,10,16876.48,Образование
32412,481,11,947.94,Транспорт
32413,481,11,2591.08,Продукты
32414,481,11,27614.95,Путешествия
32415,481,11,22767.2,Путешествия
32416,481,11,3556.86,Транспорт
32417,481,11,13144.73,Путешествия
32418,481,11,2791.67,Рестораны
32419,481,11,6593.25,Развлечения
32420,481,11,1620.94,Прочее
32421,481,11,3499.43,Транспорт
32422,481,11,6532.4,Развлечения
32423,481,12,3568.23,Продукты
32424,481,12,9332.71,Одежда
32425,481,12,16691.7,Рестораны
32426,481,12,10154.06,Рестораны
32427,481,12,2552.82,Рестораны
32428,481,12,5047.73,Продукты
32429,481,12,7511.85,Одежда
32430,481,12,5738.69,Образование
32431,481,12,4096.64,Продукты
32432,482,1,1351.93,Транспорт
32433,482,1,1223.5,Транспорт
32434,482,2,7459.7,Продукты
32435,482,2,1256.63,Транспорт
32436,482,2,2092.01,Транспорт
32437,482,2,3908.63,Рестораны
32438,482,2,17956.93,Путешествия
32439,482,2,7913.51,Одежда
32440,482,2,7485.9,Продукты
32441,482,2,22758.01,Путешествия
32442,482,2,17680.06,Путешествия
32443,482,3,1924.23,Транспорт
32444,482,3,6263.05,Здоровье
32445,482,3,18284.82,Путешествия
32446,482,3,2738.76,Развлечения
32447,482,3,4573.01,Транспорт
32448,482,3,3152.21,Развлечения
32449,482,4,2619.38,Здоровье
32450,482,4,4060.86,Продукты
32451,482,4,1170.94,Транспорт
32452,482,4,1980.74,Продукты
32453,482,4,4444.51,Рестораны
32454,482,4,3658.01,Развлечения
32455,482,4,4134.58,Развлечения
32456,482,4,5845.65,Продукты
32457,482,4,2326.41,Развлечения
32458,482,5,18749.36,Одежда
32459,482,5,15099.22,Одежда
32460,482,6,3414.87,Продукты
32461,482,6,5219.64,Здоровье
32462,482,6,17034.37,Путешествия
32463,482,6,3672.95,Рестораны
32464,482,7,4291.34,Рестораны
32465,482,7,7874.71,Коммунальные услуги
32466,482,7,6385.9,Одежда
32467,482,7,3691.45,Продукты
32468,482,7,6416.16,Образование
32469,482,7,4862.3,Развлечения
32470,482,8,13978.42,Одежда
32471,482,8,5551.91,Коммунальные услуги
32472,482,8,7664.79,Рестораны
32473,482,8,2938.14,Рестораны
32474,482,8,7970.62,Продукты
32475,482,9,5200.6,Развлечения
32476,482,9,1746.17,Транспорт
32477,482,9,1728.36,Продукты
32478,482,9,3367.76,Продукты
32479,482,10,2915.95,Продукты
32480,482,10,7143.62,Одежда
32481,482,10,2738.27,Продукты
32482,482,10,20654.56,Путешествия
32483,482,10,4360.51,Развлечения
32484,482,11,3081.09,Рестораны
32485,482,11,3058.2,Продукты
32486,482,11,3170.48,Продукты
32487,482,12,5633.33,Продукты
32488,482,12,21279.68,Образование
32489,482,12,13384.05,Образование
32490,482,12,3732.83,Здоровье
32491,483,1,3208.5,Транспорт
32492,483,1,20322.06,Путешествия
32493,483,1,1447.87,Развлечения
32494,483,1,1892.6,Прочее
32495,483,2,3440.88,Здоровье
32496,483,2,5809.94,Продукты
32497,483,2,17536.99,Образование
32498,483,2,21168.7,Путешествия
32499,483,2,5053.08,Рестораны
32500,483,3,5397.44,Коммунальные услуги
32501,483,3,45003.18,Путешествия
32502,483,3,8641.89,Здоровье
32503,483,3,2852.39,Рестораны
32504,483,3,4476.65,Продукты
32505,483,3,1986.95,Транспорт
32506,483,3,7267.48,Здоровье
32507,483,4,1835.82,Продукты
32508,483,5,35281.66,Путешествия
32509,483,5,3027.29,Развлечения
32510,483,5,1644.75,Продукты
32511,483,6,1980.83,Транспорт
32512,483,6,1642.98,Коммунальные услуги
32513,483,7,7595.64,Рестораны
32514,483,7,1983.4,Транспорт
32515,483,8,3547.17,Транспорт
32516,483,8,1291.46,Развлечения
32517,483,8,3721.45,Рестораны
32518,483,9,7052.7,Развлечения
32519,483,9,2821.73,Рестораны
32520,483,9,2780.69,Здоровье
32521,483,9,21479.1,Путешествия
32522,483,10,7412.57,Прочее
32523,483,10,1680.07,Продукты
32524,483,10,5529.49,Развлечения
32525,483,10,15786.95,Путешествия
32526,483,10,18435.37,Путешествия
32527,483,11,5784.46,Одежда
32528,483,11,5641.79,Рестораны
32529,483,12,4481.74,Рестораны
32530,484,1,3910.74,Транспорт
32531,484,1,13858.61,Коммунальные услуги
32532,484,2,8894.17,Продукты
32533,484,2,3779.32,Рестораны
32534,484,2,4643.97,Прочее
32535,484,2,12314.06,Одежда
32536,484,3,6929.7,Здоровье
32537,484,3,35526.51,Путешествия
32538,484,3,7279.48,Коммунальные услуги
32539,484,3,5025.02,Продукты
32540,484,3,6599.93,Здоровье
32541,484,3,9629.43,Образование
32542,484,3,3178.56,Продукты
32543,484,4,2164.81,Продукты
32544,484,4,4008.38,Рестораны
32545,484,4,4068.97,Продукты
32546,484,4,3724.12,Продукты
32547,484,5,2315.45,Прочее
32548,484,5,3229.0,Рестораны
32549,484,5,6413.04,Рестораны
32550,484,6,23838.59,Путешествия
32551,484,6,3947.64,Здоровье
32552,484,6,28048.84,Одежда
32553,484,6,3205.23,Транспорт
32554,484,6,1536.37,Развлечения
32555,484,6,2860.99,Транспорт
32556,484,7,3385.59,Продукты
32557,484,7,9943.03,Образование
32558,484,8,11030.26,Коммунальные услуги
32559,484,8,3733.26,Развлечения
32560,484,8,4745.98,Продукты
32561,484,8,29082.97,Путешествия
32562,484,8,18000.53,Образование
32563,484,9,44149.33,Путешествия
32564,484,9,54476.41,Путешествия
32565,484,9,32228.77,Путешествия
32566,484,9,7033.63,Образование
32567,484,9,3425.24,Продукты
32568,484,9,1894.01,Продукты
32569,484,9,4320.64,Транспорт
32570,484,9,3966.68,Прочее
32571,484,10,2654.66,Развлечения
32572,484,10,3188.74,Продукты
32573,484,10,8092.53,Продукты
32574,484,10,3664.73,Продукты
32575,484,10,2604.76,Транспорт
32576,484,10,21726.69,Путешествия
32577,484,10,5008.56,Коммунальные услуги
32578,484,10,5722.81,Рестораны
32579,484,10,3680.69,Развлечения
32580,484,11,3627.16,Продукты
32581,484,11,22772.95,Образование
32582,484,11,5146.08,Продукты
32583,484,11,3855.66,Развлечения
32584,484,11,6871.46,Рестораны
32585,484,11,45224.54,Путешествия
32586,484,11,18642.72,Одежда
32587,484,11,1548.0,Продукты
32588,484,11,4991.97,Продукты
32589,484,11,24909.29,Путешествия
32590,484,11,16518.27,Одежда
32591,484,11,1215.38,Продукты
32592,484,11,20065.79,Путешествия
32593,484,12,2783.42,Рестораны
32594,484,12,8635.98,Здоровье
32595,484,12,5936.3,Продукты
32596,484,12,1646.2,Транспорт
32597,484,12,4040.66,Продукты
32598,484,12,2537.69,Транспорт
32599,484,12,6861.98,Рестораны
32600,484,12,3025.1,Коммунальные услуги
32601,484,12,4022.04,Продукты
32602,484,12,4367.77,Развлечения
32603,484,12,3012.15,Продукты
32604,484,12,2885.47,Транспорт
32605,484,12,2773.65,Коммунальные услуги
32606,484,12,2531.21,Продукты
32607,484,12,8195.56,Продукты
32608,484,12,1811.28,Здоровье
32609,484,12,24325.97,Образование
